SalesOrderID,OrderLine,CustomerID,MaterialID,PlantID,OrderDate,RequestedDeliveryDate,ActualDeliveryDate,Quantity,UnitPrice,GrossRevenue,DiscountPercent,DiscountAmount,NetRevenue,Currency,SalesChannel,OrderStatus,DeliveryStatus
SO007926,10,CUST0080,MAT0045,PL02,2025-04-05,2025-04-10,,839,48.22,40456.58,0.0,0.0,40456.58,AUD,Direct Sales,In Process,Not Delivered
SO007927,10,CUST0150,MAT0141,PL02,2025-05-14,2025-05-22,2025-05-20,384,52.84,20290.56,10.0,2029.06,18261.5,USD,Distributor,Completed,On Time
SO007928,10,CUST0085,MAT0063,PL03,2025-08-05,2025-09-04,2025-09-11,1046,12.33,12897.18,5.0,644.86,12252.32,CAD,E-Commerce,Completed,Late
SO007929,10,CUST0139,MAT0061,PL03,2025-08-22,2025-09-17,,1330,53.16,70702.8,7.5,5302.71,65400.09,AUD,Distributor,Backordered,Not Delivered
SO007930,10,CUST0106,MAT0124,PL04,2025-11-11,2025-11-20,2025-11-27,889,40.29,35817.81,0.0,0.0,35817.81,USD,Distributor,Completed,Late
SO007931,10,CUST0200,MAT0123,PL02,2025-07-28,2025-08-13,2025-08-13,203,16.71,3392.13,0.0,0.0,3392.13,USD,Distributor,Completed,On Time
SO007932,10,CUST0109,MAT0105,PL03,2025-05-26,2025-06-04,,315,51.74,16298.1,10.0,1629.81,14668.29,USD,Distributor,Backordered,Not Delivered
SO007933,10,CUST0128,MAT0064,PL01,2025-07-13,2025-07-24,2025-07-26,450,35.59,16015.5,2.0,320.31,15695.19,USD,Distributor,Completed,Late
SO007934,10,CUST0142,MAT0073,PL01,2025-04-12,2025-04-19,2025-04-19,1305,40.53,52891.65,0.0,0.0,52891.65,USD,Retail,Completed,On Time
SO007935,10,CUST0097,MAT0025,PL02,2025-03-05,2025-03-08,,305,44.91,13697.55,7.5,1027.32,12670.23,AUD,E-Commerce,In Process,Not Delivered
SO007936,10,CUST0167,MAT0141,PL03,2025-05-06,2025-05-24,2025-05-26,48,54.67,2624.16,0.0,0.0,2624.16,AUD,Direct Sales,Completed,Late
SO007937,10,CUST0040,MAT0054,PL04,2025-10-14,2025-11-11,,79,19.25,1520.75,0.0,0.0,0.0,USD,Retail,Cancelled,Not Delivered
SO007938,10,CUST0095,MAT0134,PL03,2026-03-28,2026-04-13,2026-04-11,285,36.03,10268.55,0.0,0.0,10268.55,AUD,Direct Sales,Completed,On Time
SO007939,10,CUST0016,MAT0107,PL01,2026-03-08,2026-03-22,,70,8.65,605.5,0.0,0.0,605.5,CAD,E-Commerce,In Process,Not Delivered
SO007940,10,CUST0148,MAT0107,PL04,2025-07-04,2025-07-16,2025-07-20,897,9.13,8189.61,0.0,0.0,8189.61,AUD,E-Commerce,Completed,Late
SO007941,10,CUST0130,MAT0122,PL01,2026-02-27,2026-03-28,2026-03-31,1303,55.69,72564.07,2.0,1451.28,71112.79,USD,Retail,Completed,Late
SO007942,10,CUST0124,MAT0025,PL01,2025-09-28,2025-10-08,,69,44.35,3060.15,2.0,61.2,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO007943,10,CUST0118,MAT0119,PL04,2025-09-22,2025-10-08,2025-10-14,45,73.28,3297.6,0.0,0.0,3297.6,AUD,Distributor,Completed,Late
SO007944,10,CUST0059,MAT0144,PL01,2025-06-12,2025-06-26,2025-07-04,138,7.56,1043.28,10.0,104.33,938.95,USD,E-Commerce,Completed,Late
SO007945,10,CUST0182,MAT0002,PL03,2025-01-17,2025-02-11,,530,16.18,8575.4,0.0,0.0,8575.4,USD,Direct Sales,Backordered,Not Delivered
SO007946,10,CUST0014,MAT0014,PL03,2025-10-13,2025-11-01,2025-11-03,479,55.91,26780.89,0.0,0.0,26780.89,USD,Direct Sales,Completed,Late
SO007947,10,CUST0069,MAT0080,PL03,2025-07-21,2025-08-10,,1229,22.35,27468.15,10.0,2746.82,24721.33,USD,Retail,Backordered,Not Delivered
SO007948,10,CUST0013,MAT0104,PL01,2026-04-16,2026-04-26,2026-05-03,274,23.4,6411.6,7.5,480.87,5930.73,USD,Direct Sales,Completed,Late
SO007949,10,CUST0018,MAT0110,PL01,2025-06-14,2025-06-27,2025-07-02,1146,52.75,60451.5,10.0,6045.15,54406.35,USD,E-Commerce,Completed,Late
SO007950,10,CUST0010,MAT0110,PL03,2026-03-07,2026-04-02,,980,55.22,54115.6,5.0,2705.78,51409.82,AUD,Direct Sales,Backordered,Not Delivered
SO007951,10,CUST0106,MAT0125,PL03,2025-06-16,2025-07-09,,771,25.85,19930.35,5.0,996.52,18933.83,USD,Distributor,Backordered,Not Delivered
SO007952,10,CUST0016,MAT0052,PL03,2026-04-23,2026-05-18,,94,10.39,976.66,0.0,0.0,976.66,CAD,Distributor,Backordered,Not Delivered
SO007953,10,CUST0097,MAT0057,PL01,2026-02-17,2026-02-25,,1076,27.04,29095.04,10.0,2909.5,26185.54,USD,Direct Sales,Backordered,Not Delivered
SO007954,10,CUST0094,MAT0076,PL02,2025-03-28,2025-04-17,2025-04-17,825,33.35,27513.75,10.0,2751.38,24762.37,USD,Retail,Completed,On Time
SO007955,10,CUST0155,MAT0092,PL03,2026-06-13,2026-06-17,2026-06-20,11,43.18,474.98,7.5,35.62,439.36,USD,Distributor,Completed,Late
SO007956,10,CUST0124,MAT0067,PL03,2025-03-01,2025-03-05,,1006,55.0,55330.0,2.0,1106.6,54223.4,USD,Distributor,Backordered,Not Delivered
SO007957,10,CUST0154,MAT0136,PL03,2025-05-28,2025-06-10,2025-06-13,1480,13.49,19965.2,2.0,399.3,19565.9,USD,Distributor,Completed,Late
SO007958,10,CUST0167,MAT0132,PL04,2025-06-16,2025-07-03,,1140,42.78,48769.2,5.0,2438.46,46330.74,USD,Direct Sales,In Process,Not Delivered
SO007959,10,CUST0143,MAT0041,PL02,2025-05-10,2025-05-26,,42,43.41,1823.22,0.0,0.0,1823.22,USD,Retail,In Process,Not Delivered
SO007960,10,CUST0119,MAT0011,PL02,2026-03-09,2026-03-21,,735,23.99,17632.65,5.0,881.63,0.0,USD,Retail,Cancelled,Not Delivered
SO007961,10,CUST0061,MAT0129,PL03,2026-01-15,2026-02-05,2026-02-07,1365,35.44,48375.6,5.0,2418.78,45956.82,USD,Direct Sales,Completed,Late
SO007962,10,CUST0014,MAT0115,PL04,2026-03-25,2026-04-03,2026-04-05,459,57.03,26176.77,7.5,1963.26,24213.51,USD,Retail,Completed,Late
SO007963,10,CUST0137,MAT0139,PL01,2025-01-09,2025-01-20,2025-01-22,140,42.05,5887.0,2.0,117.74,5769.26,CAD,Retail,Completed,Late
SO007964,10,CUST0157,MAT0137,PL03,2025-04-06,2025-04-19,,695,62.86,43687.7,10.0,4368.77,0.0,USD,Retail,Cancelled,Not Delivered
SO007965,10,CUST0183,MAT0076,PL03,2025-04-10,2025-04-24,2025-04-25,59,32.66,1926.94,0.0,0.0,1926.94,CAD,Direct Sales,Completed,Late
SO007966,10,CUST0032,MAT0101,PL03,2026-05-20,2026-06-05,2026-06-09,739,53.78,39743.42,5.0,1987.17,37756.25,USD,E-Commerce,Completed,Late
SO007967,10,CUST0113,MAT0062,PL01,2026-04-03,2026-04-23,,1033,43.65,45090.45,0.0,0.0,45090.45,AUD,Direct Sales,In Process,Not Delivered
SO007968,10,CUST0087,MAT0086,PL03,2025-11-23,2025-12-06,2025-12-09,993,57.15,56749.95,7.5,4256.25,52493.7,USD,Direct Sales,Completed,Late
SO007969,10,CUST0161,MAT0066,PL03,2025-11-15,2025-12-14,2025-12-13,819,53.26,43619.94,0.0,0.0,43619.94,USD,Direct Sales,Completed,On Time
SO007970,10,CUST0061,MAT0023,PL04,2026-05-15,2026-06-11,,1107,54.26,60065.82,5.0,3003.29,0.0,AUD,Direct Sales,Cancelled,Not Delivered
SO007971,10,CUST0118,MAT0013,PL04,2025-12-20,2026-01-16,,640,74.73,47827.2,7.5,3587.04,44240.16,USD,E-Commerce,In Process,Not Delivered
SO007972,10,CUST0010,MAT0042,PL01,2025-01-11,2025-01-17,2025-01-18,442,53.28,23549.76,0.0,0.0,23549.76,USD,Retail,Completed,Late
SO007973,10,CUST0061,MAT0129,PL03,2025-09-20,2025-10-04,2025-10-07,1358,30.19,40998.02,7.5,3074.85,37923.17,AUD,Distributor,Completed,Late
SO007974,10,CUST0138,MAT0099,PL04,2026-02-26,2026-03-07,2026-03-07,503,69.58,34998.74,0.0,0.0,34998.74,USD,Distributor,Completed,On Time
SO007975,10,CUST0112,MAT0110,PL03,2026-05-06,2026-05-25,,335,60.21,20170.35,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO007976,10,CUST0050,MAT0078,PL04,2026-03-13,2026-03-17,2026-03-20,1082,19.82,21445.24,5.0,1072.26,20372.98,USD,Retail,Completed,Late
SO007977,10,CUST0147,MAT0067,PL02,2025-12-12,2026-01-07,2026-01-12,434,63.44,27532.96,7.5,2064.97,25467.99,USD,Distributor,Completed,Late
SO007978,10,CUST0155,MAT0114,PL04,2025-07-06,2025-07-21,2025-07-26,1086,63.36,68808.96,5.0,3440.45,65368.51,USD,Retail,Completed,Late
SO007979,10,CUST0058,MAT0150,PL01,2025-09-15,2025-09-26,,1280,8.56,10956.8,0.0,0.0,10956.8,USD,E-Commerce,In Process,Not Delivered
SO007980,10,CUST0101,MAT0035,PL02,2025-04-19,2025-04-30,,141,65.7,9263.7,5.0,463.19,0.0,AUD,E-Commerce,Cancelled,Not Delivered
SO007981,10,CUST0160,MAT0106,PL03,2025-07-08,2025-07-20,,1483,66.84,99123.72,0.0,0.0,0.0,AUD,Direct Sales,Cancelled,Not Delivered
SO007982,10,CUST0138,MAT0114,PL02,2025-06-28,2025-07-06,2025-07-12,1136,59.73,67853.28,2.0,1357.07,66496.21,CAD,E-Commerce,Completed,Late
SO007983,10,CUST0189,MAT0010,PL04,2026-04-13,2026-05-06,2026-05-11,679,17.66,11991.14,0.0,0.0,11991.14,USD,Distributor,Completed,Late
SO007984,10,CUST0136,MAT0125,PL03,2025-09-21,2025-10-07,,1264,27.87,35227.68,5.0,1761.38,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO007985,10,CUST0012,MAT0137,PL02,2025-12-06,2025-12-16,,510,57.67,29411.7,0.0,0.0,29411.7,USD,E-Commerce,In Process,Not Delivered
SO007986,10,CUST0027,MAT0143,PL03,2026-04-22,2026-05-01,,833,31.4,26156.2,10.0,2615.62,23540.58,USD,E-Commerce,Backordered,Not Delivered
SO007987,10,CUST0174,MAT0117,PL01,2025-12-22,2025-12-26,2025-12-30,426,35.45,15101.7,5.0,755.09,14346.61,USD,Distributor,Completed,Late
SO007988,10,CUST0009,MAT0124,PL02,2026-05-30,2026-06-05,,890,40.63,36160.7,10.0,3616.07,32544.63,USD,Direct Sales,Backordered,Not Delivered
SO007989,10,CUST0097,MAT0027,PL02,2025-03-15,2025-04-06,,89,42.3,3764.7,0.0,0.0,0.0,USD,Retail,Cancelled,Not Delivered
SO007990,10,CUST0044,MAT0058,PL02,2025-09-29,2025-10-22,2025-10-27,787,41.35,32542.45,0.0,0.0,32542.45,CAD,Direct Sales,Completed,Late
SO007991,10,CUST0197,MAT0010,PL04,2025-09-13,2025-09-22,2025-09-30,1081,16.14,17447.34,5.0,872.37,16574.97,USD,Direct Sales,Completed,Late
SO007992,10,CUST0096,MAT0051,PL02,2025-04-09,2025-05-09,2025-05-15,1324,66.67,88271.08,0.0,0.0,88271.08,AUD,E-Commerce,Completed,Late
SO007993,10,CUST0010,MAT0042,PL04,2026-01-18,2026-02-11,,187,45.86,8575.82,10.0,857.58,7718.24,USD,E-Commerce,In Process,Not Delivered
SO007994,10,CUST0042,MAT0011,PL01,2025-04-07,2025-05-07,2025-05-09,733,24.99,18317.67,10.0,1831.77,16485.9,CAD,Retail,Completed,Late
SO007995,10,CUST0103,MAT0076,PL03,2025-11-11,2025-11-30,,431,29.3,12628.3,0.0,0.0,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO007996,10,CUST0151,MAT0073,PL02,2025-05-30,2025-06-20,,1069,40.09,42856.21,2.0,857.12,41999.09,USD,Direct Sales,In Process,Not Delivered
SO007997,10,CUST0182,MAT0060,PL03,2026-04-27,2026-05-06,,1405,79.15,111205.75,0.0,0.0,111205.75,USD,Distributor,In Process,Not Delivered
SO007998,10,CUST0081,MAT0072,PL04,2026-01-18,2026-02-01,2026-02-08,927,68.83,63805.41,5.0,3190.27,60615.14,USD,Direct Sales,Completed,Late
SO007999,10,CUST0088,MAT0100,PL04,2025-05-07,2025-05-20,2025-05-25,1259,14.15,17814.85,5.0,890.74,16924.11,USD,E-Commerce,Completed,Late
SO008000,10,CUST0119,MAT0143,PL04,2025-03-26,2025-03-29,2025-04-06,323,32.02,10342.46,5.0,517.12,9825.34,USD,Retail,Completed,Late
SO008001,10,CUST0111,MAT0144,PL01,2025-02-03,2025-02-24,,731,7.38,5394.78,0.0,0.0,5394.78,USD,Retail,In Process,Not Delivered
SO008002,10,CUST0127,MAT0118,PL03,2026-02-14,2026-02-22,,609,12.48,7600.32,0.0,0.0,0.0,CAD,Retail,Cancelled,Not Delivered
SO008003,10,CUST0084,MAT0060,PL03,2025-04-30,2025-05-24,,1207,71.48,86276.36,0.0,0.0,86276.36,CAD,Retail,Backordered,Not Delivered
SO008004,10,CUST0106,MAT0035,PL04,2025-11-11,2025-12-07,2025-12-07,1296,67.75,87804.0,0.0,0.0,87804.0,CAD,E-Commerce,Completed,On Time
SO008005,10,CUST0062,MAT0118,PL01,2025-01-17,2025-02-07,,217,12.2,2647.4,0.0,0.0,0.0,USD,Retail,Cancelled,Not Delivered
SO008006,10,CUST0059,MAT0056,PL02,2025-05-13,2025-05-31,,723,73.4,53068.2,0.0,0.0,53068.2,USD,Direct Sales,In Process,Not Delivered
SO008007,10,CUST0194,MAT0022,PL04,2025-04-13,2025-04-28,2025-04-29,1262,27.92,35235.04,10.0,3523.5,31711.54,CAD,Retail,Completed,Late
SO008008,10,CUST0177,MAT0062,PL01,2025-09-22,2025-10-03,2025-10-01,1114,47.38,52781.32,0.0,0.0,52781.32,USD,Direct Sales,Completed,On Time
SO008009,10,CUST0152,MAT0037,PL03,2026-04-07,2026-04-16,,634,28.72,18208.48,5.0,910.42,17298.06,USD,Distributor,Backordered,Not Delivered
SO008010,10,CUST0135,MAT0015,PL03,2026-03-11,2026-04-06,,54,10.3,556.2,2.0,11.12,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO008011,10,CUST0151,MAT0064,PL01,2025-02-24,2025-03-25,2025-03-25,161,35.07,5646.27,0.0,0.0,5646.27,USD,E-Commerce,Completed,On Time
SO008012,10,CUST0127,MAT0123,PL04,2025-09-18,2025-10-11,2025-10-16,663,16.84,11164.92,7.5,837.37,10327.55,CAD,Retail,Completed,Late
SO008013,10,CUST0161,MAT0117,PL01,2026-06-20,2026-06-29,,1408,31.56,44436.48,0.0,0.0,44436.48,USD,Distributor,In Process,Not Delivered
SO008014,10,CUST0028,MAT0103,PL02,2026-02-16,2026-03-13,2026-03-12,162,19.27,3121.74,10.0,312.17,2809.57,USD,Direct Sales,Completed,On Time
SO008015,10,CUST0153,MAT0033,PL04,2025-05-08,2025-05-19,,826,71.7,59224.2,0.0,0.0,59224.2,CAD,E-Commerce,In Process,Not Delivered
SO008016,10,CUST0178,MAT0082,PL01,2025-02-09,2025-03-04,2025-03-02,1319,19.5,25720.5,10.0,2572.05,23148.45,USD,Direct Sales,Completed,On Time
SO008017,10,CUST0030,MAT0103,PL03,2026-05-29,2026-06-18,,1212,18.4,22300.8,0.0,0.0,0.0,USD,Distributor,Cancelled,Not Delivered
SO008018,10,CUST0137,MAT0063,PL04,2025-10-28,2025-11-24,,68,11.94,811.92,7.5,60.89,0.0,USD,Retail,Cancelled,Not Delivered
SO008019,10,CUST0016,MAT0044,PL02,2025-08-12,2025-08-28,,212,26.39,5594.68,7.5,419.6,5175.08,USD,Distributor,Backordered,Not Delivered
SO008020,10,CUST0135,MAT0132,PL03,2025-02-21,2025-03-02,2025-02-28,142,39.1,5552.2,10.0,555.22,4996.98,USD,Distributor,Completed,On Time
SO008021,10,CUST0081,MAT0030,PL04,2025-03-09,2025-03-18,,982,16.32,16026.24,2.0,320.52,15705.72,AUD,Distributor,In Process,Not Delivered
SO008022,10,CUST0093,MAT0142,PL03,2025-01-22,2025-02-03,,1426,12.94,18452.44,5.0,922.62,17529.82,CAD,Retail,In Process,Not Delivered
SO008023,10,CUST0071,MAT0121,PL01,2025-07-27,2025-08-02,2025-08-07,142,18.87,2679.54,2.0,53.59,2625.95,USD,Retail,Completed,Late
SO008024,10,CUST0018,MAT0091,PL01,2026-05-06,2026-06-04,2026-06-10,85,11.39,968.15,0.0,0.0,968.15,CAD,Retail,Completed,Late
SO008025,10,CUST0120,MAT0016,PL03,2025-03-30,2025-04-07,,848,28.84,24456.32,0.0,0.0,24456.32,USD,Distributor,In Process,Not Delivered
SO008026,10,CUST0161,MAT0117,PL03,2025-04-22,2025-04-30,,1088,31.2,33945.6,2.0,678.91,33266.69,USD,Retail,Backordered,Not Delivered
SO008027,10,CUST0152,MAT0054,PL03,2025-12-29,2026-01-08,2026-01-07,1479,20.95,30985.05,0.0,0.0,30985.05,USD,E-Commerce,Completed,On Time
SO008028,10,CUST0034,MAT0115,PL04,2025-06-28,2025-07-08,2025-07-11,383,59.38,22742.54,0.0,0.0,22742.54,CAD,Direct Sales,Completed,Late
SO008029,10,CUST0105,MAT0071,PL02,2026-03-17,2026-04-08,,652,59.83,39009.16,7.5,2925.69,36083.47,AUD,Direct Sales,In Process,Not Delivered
SO008030,10,CUST0016,MAT0118,PL02,2025-05-01,2025-05-11,2025-05-15,319,11.48,3662.12,2.0,73.24,3588.88,AUD,Retail,Completed,Late
SO008031,10,CUST0087,MAT0137,PL04,2026-05-10,2026-06-08,,843,57.19,48211.17,2.0,964.22,0.0,USD,Retail,Cancelled,Not Delivered
SO008032,10,CUST0163,MAT0137,PL02,2025-04-03,2025-04-15,,36,54.66,1967.76,2.0,39.36,1928.4,AUD,E-Commerce,In Process,Not Delivered
SO008033,10,CUST0017,MAT0007,PL03,2026-04-14,2026-05-13,,1133,54.45,61691.85,0.0,0.0,61691.85,CAD,Retail,Backordered,Not Delivered
SO008034,10,CUST0180,MAT0119,PL02,2025-10-02,2025-10-06,2025-10-12,203,78.63,15961.89,0.0,0.0,15961.89,CAD,Distributor,Completed,Late
SO008035,10,CUST0020,MAT0025,PL04,2025-07-28,2025-08-03,2025-08-04,1431,43.54,62305.74,0.0,0.0,62305.74,CAD,E-Commerce,Completed,Late
SO008036,10,CUST0032,MAT0123,PL01,2025-10-04,2025-10-18,,596,14.34,8546.64,0.0,0.0,8546.64,USD,Direct Sales,In Process,Not Delivered
SO008037,10,CUST0193,MAT0014,PL01,2025-04-19,2025-04-22,,484,50.15,24272.6,2.0,485.45,0.0,CAD,Retail,Cancelled,Not Delivered
SO008038,10,CUST0177,MAT0077,PL03,2025-10-21,2025-11-09,2025-11-15,1040,68.3,71032.0,0.0,0.0,71032.0,USD,Direct Sales,Completed,Late
SO008039,10,CUST0168,MAT0072,PL01,2025-02-11,2025-02-17,2025-02-22,521,67.12,34969.52,10.0,3496.95,31472.57,CAD,E-Commerce,Completed,Late
SO008040,10,CUST0120,MAT0044,PL03,2025-08-02,2025-08-20,2025-08-19,1233,27.45,33845.85,10.0,3384.59,30461.26,USD,Direct Sales,Completed,On Time
SO008041,10,CUST0184,MAT0145,PL03,2025-12-22,2026-01-10,2026-01-09,512,64.04,32788.48,5.0,1639.42,31149.06,USD,Direct Sales,Completed,On Time
SO008042,10,CUST0131,MAT0093,PL04,2025-03-27,2025-04-16,2025-04-24,1105,18.93,20917.65,2.0,418.35,20499.3,USD,Direct Sales,Completed,Late
SO008043,10,CUST0075,MAT0077,PL03,2026-06-17,2026-07-03,,217,69.97,15183.49,7.5,1138.76,0.0,AUD,E-Commerce,Cancelled,Not Delivered
SO008044,10,CUST0077,MAT0074,PL03,2026-06-26,2026-06-29,2026-06-29,776,41.66,32328.16,2.0,646.56,31681.6,USD,Distributor,Completed,On Time
SO008045,10,CUST0006,MAT0075,PL01,2025-10-02,2025-10-07,,481,35.98,17306.38,2.0,346.13,0.0,USD,Retail,Cancelled,Not Delivered
SO008046,10,CUST0181,MAT0099,PL01,2025-04-29,2025-05-19,,1124,68.21,76668.04,5.0,3833.4,0.0,CAD,Retail,Cancelled,Not Delivered
SO008047,10,CUST0037,MAT0118,PL02,2025-03-01,2025-03-08,,1206,12.03,14508.18,0.0,0.0,0.0,AUD,Direct Sales,Cancelled,Not Delivered
SO008048,10,CUST0192,MAT0119,PL04,2026-05-27,2026-06-22,2026-06-22,1208,65.0,78520.0,5.0,3926.0,74594.0,AUD,E-Commerce,Completed,On Time
SO008049,10,CUST0077,MAT0001,PL01,2026-02-24,2026-03-20,2026-03-23,537,53.16,28546.92,7.5,2141.02,26405.9,USD,E-Commerce,Completed,Late
SO008050,10,CUST0100,MAT0110,PL04,2025-12-27,2026-01-23,,511,61.65,31503.15,5.0,1575.16,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO008051,10,CUST0096,MAT0091,PL01,2026-01-13,2026-01-24,2026-01-29,990,12.12,11998.8,0.0,0.0,11998.8,CAD,E-Commerce,Completed,Late
SO008052,10,CUST0194,MAT0065,PL01,2025-07-06,2025-08-02,2025-08-05,991,39.26,38906.66,10.0,3890.67,35015.99,CAD,Retail,Completed,Late
SO008053,10,CUST0138,MAT0078,PL01,2025-07-12,2025-08-09,,1204,22.18,26704.72,0.0,0.0,0.0,USD,Distributor,Cancelled,Not Delivered
SO008054,10,CUST0045,MAT0033,PL02,2025-12-08,2025-12-21,2025-12-25,1176,71.18,83707.68,10.0,8370.77,75336.91,USD,E-Commerce,Completed,Late
SO008055,10,CUST0033,MAT0118,PL04,2025-02-14,2025-03-05,2025-03-10,378,11.62,4392.36,10.0,439.24,3953.12,USD,Direct Sales,Completed,Late
SO008056,10,CUST0014,MAT0068,PL04,2025-01-17,2025-02-03,2025-02-05,1225,61.55,75398.75,0.0,0.0,75398.75,AUD,Distributor,Completed,Late
SO008057,10,CUST0194,MAT0063,PL04,2025-02-12,2025-02-19,2025-02-19,39,11.52,449.28,7.5,33.7,415.58,USD,Retail,Completed,On Time
SO008058,10,CUST0192,MAT0124,PL01,2026-04-01,2026-04-27,,1035,41.03,42466.05,7.5,3184.95,0.0,AUD,Retail,Cancelled,Not Delivered
SO008059,10,CUST0004,MAT0013,PL03,2025-11-11,2025-11-21,,616,80.55,49618.8,5.0,2480.94,0.0,USD,Retail,Cancelled,Not Delivered
SO008060,10,CUST0147,MAT0023,PL03,2025-02-01,2025-02-25,,1395,53.89,75176.55,0.0,0.0,0.0,USD,Retail,Cancelled,Not Delivered
SO008061,10,CUST0062,MAT0125,PL03,2025-11-17,2025-11-29,,1280,29.89,38259.2,7.5,2869.44,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO008062,10,CUST0058,MAT0016,PL02,2025-08-06,2025-08-29,2025-09-04,539,31.98,17237.22,0.0,0.0,17237.22,USD,Direct Sales,Completed,Late
SO008063,10,CUST0142,MAT0078,PL01,2025-07-29,2025-08-09,,97,21.79,2113.63,0.0,0.0,0.0,AUD,E-Commerce,Cancelled,Not Delivered
SO008064,10,CUST0157,MAT0039,PL02,2025-11-26,2025-12-08,,328,46.53,15261.84,7.5,1144.64,14117.2,USD,Distributor,In Process,Not Delivered
SO008065,10,CUST0005,MAT0011,PL01,2025-08-19,2025-09-06,2025-09-09,1492,23.57,35166.44,7.5,2637.48,32528.96,CAD,Retail,Completed,Late
SO008066,10,CUST0027,MAT0117,PL03,2025-03-17,2025-03-24,,85,35.43,3011.55,0.0,0.0,0.0,USD,Direct Sales,Cancelled,Not Delivered
SO008067,10,CUST0117,MAT0120,PL04,2025-02-12,2025-02-19,2025-02-19,1434,25.61,36724.74,7.5,2754.36,33970.38,USD,Direct Sales,Completed,On Time
SO008068,10,CUST0098,MAT0068,PL03,2025-02-07,2025-03-03,,1341,61.86,82954.26,2.0,1659.09,81295.17,USD,E-Commerce,Backordered,Not Delivered
SO008069,10,CUST0155,MAT0131,PL01,2025-11-22,2025-12-12,,945,39.33,37166.85,0.0,0.0,37166.85,USD,Distributor,Backordered,Not Delivered
SO008070,10,CUST0078,MAT0133,PL04,2025-09-04,2025-09-11,2025-09-13,688,76.6,52700.8,0.0,0.0,52700.8,USD,Direct Sales,Completed,Late
SO008071,10,CUST0146,MAT0124,PL04,2025-01-18,2025-02-03,,1460,41.29,60283.4,7.5,4521.26,0.0,USD,Retail,Cancelled,Not Delivered
SO008072,10,CUST0100,MAT0145,PL01,2025-01-23,2025-02-18,,765,63.7,48730.5,5.0,2436.53,46293.97,USD,E-Commerce,Backordered,Not Delivered
SO008073,10,CUST0029,MAT0148,PL02,2025-04-08,2025-04-24,2025-04-22,1004,65.02,65280.08,7.5,4896.01,60384.07,USD,Direct Sales,Completed,On Time
SO008074,10,CUST0140,MAT0044,PL02,2025-12-25,2026-01-10,2026-01-18,889,26.58,23629.62,10.0,2362.96,21266.66,USD,Retail,Completed,Late
SO008075,10,CUST0056,MAT0021,PL01,2025-08-20,2025-08-31,2025-09-07,607,34.7,21062.9,7.5,1579.72,19483.18,USD,E-Commerce,Completed,Late
SO008076,10,CUST0001,MAT0098,PL02,2025-09-05,2025-09-24,,1153,16.61,19151.33,5.0,957.57,18193.76,CAD,Retail,Backordered,Not Delivered
SO008077,10,CUST0094,MAT0143,PL04,2025-06-26,2025-07-23,2025-07-24,1453,31.43,45667.79,0.0,0.0,45667.79,USD,Distributor,Completed,Late
SO008078,10,CUST0050,MAT0116,PL03,2025-07-22,2025-07-26,,677,78.55,53178.35,5.0,2658.92,50519.43,USD,Retail,In Process,Not Delivered
SO008079,10,CUST0180,MAT0132,PL01,2026-05-05,2026-05-20,,601,44.65,26834.65,2.0,536.69,26297.96,USD,Retail,Backordered,Not Delivered
SO008080,10,CUST0178,MAT0069,PL03,2026-05-22,2026-06-04,,513,67.32,34535.16,10.0,3453.52,31081.64,USD,Retail,Backordered,Not Delivered
SO008081,10,CUST0075,MAT0034,PL01,2025-06-26,2025-07-13,,1202,56.88,68369.76,5.0,3418.49,0.0,AUD,E-Commerce,Cancelled,Not Delivered
SO008082,10,CUST0028,MAT0110,PL04,2025-08-23,2025-09-12,,467,59.25,27669.75,0.0,0.0,27669.75,USD,E-Commerce,In Process,Not Delivered
SO008083,10,CUST0111,MAT0023,PL04,2025-09-11,2025-09-14,2025-09-15,1110,53.68,59584.8,0.0,0.0,59584.8,AUD,Direct Sales,Completed,Late
SO008084,10,CUST0011,MAT0132,PL01,2025-10-03,2025-10-31,,772,44.21,34130.12,10.0,3413.01,0.0,USD,E-Commerce,Cancelled,Not Delivered
SO008085,10,CUST0035,MAT0080,PL01,2026-01-16,2026-01-27,,1274,24.65,31404.1,0.0,0.0,0.0,USD,Retail,Cancelled,Not Delivered
SO008086,10,CUST0157,MAT0119,PL03,2025-09-20,2025-10-05,,1267,71.07,90045.69,10.0,9004.57,81041.12,CAD,Retail,Backordered,Not Delivered
SO008087,10,CUST0078,MAT0024,PL02,2026-01-06,2026-01-19,,1449,47.4,68682.6,0.0,0.0,68682.6,USD,Retail,In Process,Not Delivered
SO008088,10,CUST0066,MAT0103,PL02,2025-03-23,2025-04-01,,540,17.43,9412.2,2.0,188.24,9223.96,AUD,E-Commerce,In Process,Not Delivered
SO008089,10,CUST0096,MAT0095,PL02,2026-04-15,2026-05-05,2026-05-04,1138,17.13,19493.94,0.0,0.0,19493.94,USD,Direct Sales,Completed,On Time
